,og_index,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters,SRCIATA,DESTINIATA
2803,13625,3448,General Edward Lawrence Logan International Airport,3494,Newark Liberty International Airport,12633,383885,BOS,EWR
2804,13626,3448,General Edward Lawrence Logan International Airport,3533,Fort Lauderdale Hollywood International Airport,139266,4263641,BOS,FLL
2805,13628,3448,General Edward Lawrence Logan International Airport,3714,Washington Dulles International Airport,36,36,BOS,IAD
2806,13629,3448,General Edward Lawrence Logan International Airport,3712,Jacksonville International Airport,129236,3976411,BOS,JAX
2807,13631,3448,General Edward Lawrence Logan International Airport,3877,McCarran International Airport,98808,3040479,BOS,LAS
2808,13632,3448,General Edward Lawrence Logan International Airport,3484,Los Angeles International Airport,113552,3522635,BOS,LAX
2809,13633,3448,General Edward Lawrence Logan International Airport,3582,Long Beach /Daugherty Field/ Airport,25727,804233,BOS,LGB
2810,13634,3448,General Edward Lawrence Logan International Airport,3878,Orlando International Airport,30896,923305,BOS,MCO
2811,13635,3448,General Edward Lawrence Logan International Airport,3861,Louis Armstrong New Orleans International Airport,23191,734064,BOS,MSY
2812,13636,3448,General Edward Lawrence Logan International Airport,1953,Lynden Pindling International Airport,89414,2789700,BOS,NAS
2813,13637,3448,General Edward Lawrence Logan International Airport,3830,Chicago O'Hare International Airport,12036,359747,BOS,ORD
2814,13638,3448,General Edward Lawrence Logan International Airport,3722,Palm Beach International Airport,106673,3257198,BOS,PBI
2815,13639,3448,General Edward Lawrence Logan International Airport,3720,Portland International Airport,104358,3157986,BOS,PDX
2816,13640,3448,General Edward Lawrence Logan International Airport,3752,Philadelphia International Airport,68126,2131978,BOS,PHL
2817,13641,3448,General Edward Lawrence Logan International Airport,3462,Phoenix Sky Harbor International Airport,93324,2841714,BOS,PHX
2818,13642,3448,General Edward Lawrence Logan International Airport,3570,Pittsburgh International Airport,72696,2251965,BOS,PIT
2819,13643,3448,General Edward Lawrence Logan International Airport,1754,Providenciales Airport,58145,1811155,BOS,PLS
2820,13644,3448,General Edward Lawrence Logan International Airport,1760,Punta Cana International Airport,92656,2821051,BOS,PUJ
2821,13645,3448,General Edward Lawrence Logan International Airport,3626,Raleigh Durham International Airport,73458,2242627,BOS,RDU
2822,13646,3448,General Edward Lawrence Logan International Airport,3608,Richmond International Airport,64997,1964246,BOS,RIC
2823,13647,3448,General Edward Lawrence Logan International Airport,3793,Southwest Florida International Airport,71105,2169188,BOS,RSW
2824,13649,3448,General Edward Lawrence Logan International Airport,3613,Savannah Hilton Head International Airport,68159,2034763,BOS,SAV
2825,13651,3448,General Edward Lawrence Logan International Airport,3577,Seattle Tacoma International Airport,104714,3171880,BOS,SEA
2826,13652,3448,General Edward Lawrence Logan International Airport,3469,San Francisco International Airport,24163,722112,BOS,SFO
2827,13653,3448,General Edward Lawrence Logan International Airport,3748,Norman Y. Mineta San Jose International Airport,23534,666681,BOS,SJC
2828,13654,3448,General Edward Lawrence Logan International Airport,2890,Luis Munoz Marin International Airport,52820,1558137,BOS,SJU
2829,13655,3448,General Edward Lawrence Logan International Airport,1764,Cibao International Airport,46749,1362951,BOS,STI
2830,13656,3448,General Edward Lawrence Logan International Airport,2883,Cyril E. King Airport,217725,5794582,BOS,STT
2831,13657,3448,General Edward Lawrence Logan International Airport,2899,Princess Juliana International Airport,25808,719177,BOS,SXM
2832,13658,3448,General Edward Lawrence Logan International Airport,3646,Tampa International Airport,102986,3160424,BOS,TPA
2833,13661,3711,Burlington International Airport,3797,John F Kennedy International Airport,95315,2879518,BTV,JFK
2834,13662,3820,Buffalo Niagara International Airport,3448,General Edward Lawrence Logan International Airport,39826,1173381,BUF,BOS
2835,13664,3820,Buffalo Niagara International Airport,3878,Orlando International Airport,13757,371039,BUF,MCO
2836,13665,3644,Bob Hope Airport,3797,John F Kennedy International Airport,78257,2382855,BUR,JFK
2837,13666,3849,Baltimore/Washington International Thurgood Marshall Airport,3448,General Edward Lawrence Logan International Airport,98740,2984504,BWI,BOS
2838,13667,3806,Charleston Air Force Base-International Airport,3448,General Edward Lawrence Logan International Airport,26341,746154,CHS,BOS
2839,13668,3806,Charleston Air Force Base-International Airport,3797,John F Kennedy International Airport,61232,1835099,CHS,JFK
2840,13669,3876,Charlotte Douglas International Airport,3448,General Edward Lawrence Logan International Airport,12981,349615,CLT,BOS
2841,13670,3876,Charlotte Douglas International Airport,3797,John F Kennedy International Airport,142503,4390101,CLT,JFK
2842,13676,3520,Ronald Reagan Washington National Airport,3448,General Edward Lawrence Logan International Airport,157175,4830949,DCA,BOS
2843,13677,3520,Ronald Reagan Washington National Airport,3533,Fort Lauderdale Hollywood International Airport,156833,4816742,DCA,FLL
2844,13678,3520,Ronald Reagan Washington National Airport,3878,Orlando International Airport,69796,2104475,DCA,MCO
2845,13679,3520,Ronald Reagan Washington National Airport,2890,Luis Munoz Marin International Airport,81751,2473123,DCA,SJU
2846,13681,3751,Denver International Airport,3448,General Edward Lawrence Logan International Airport,53969,1611037,DEN,BOS
2847,13682,3751,Denver International Airport,3797,John F Kennedy International Airport,75903,2309417,DEN,JFK
2848,13683,3670,Dallas Fort Worth International Airport,3448,General Edward Lawrence Logan International Airport,161739,4965399,DFW,BOS
2849,13684,3670,Dallas Fort Worth International Airport,2188,Dubai International Airport,18492,514306,DFW,DXB
2850,13685,3645,Detroit Metropolitan Wayne County Airport,3448,General Edward Lawrence Logan International Airport,139472,4264694,DTW,BOS
2851,13695,3494,Newark Liberty International Airport,3448,General Edward Lawrence Logan International Airport,33748,952002,EWR,BOS
2852,13698,3494,Newark Liberty International Airport,3722,Palm Beach International Airport,39875,1147503,EWR,PBI
2853,13699,3494,Newark Liberty International Airport,3793,Southwest Florida International Airport,31889,898454,EWR,RSW
2854,13700,3494,Newark Liberty International Airport,2890,Luis Munoz Marin International Airport,79181,2378315,EWR,SJU
2855,13701,3494,Newark Liberty International Airport,1764,Cibao International Airport,158209,4825382,EWR,STI
2856,13702,3494,Newark Liberty International Airport,3646,Tampa International Airport,55189,1637798,EWR,TPA
2857,13704,3533,Fort Lauderdale Hollywood International Airport,3825,Bradley International Airport,160001,4912646,FLL,BDL
2858,13705,3533,Fort Lauderdale Hollywood International Airport,2709,El Dorado International Airport,163243,5001583,FLL,BOG
2859,13706,3533,Fort Lauderdale Hollywood International Airport,3448,General Edward Lawrence Logan International Airport,164319,5031219,FLL,BOS
2860,13711,3533,Fort Lauderdale Hollywood International Airport,3797,John F Kennedy International Airport,72957,2174992,FLL,JFK
2861,13712,3533,Fort Lauderdale Hollywood International Airport,1779,Norman Manley International Airport,19901,558861,FLL,KIN
2862,13713,3533,Fort Lauderdale Hollywood International Airport,3484,Los Angeles International Airport,24112,725144,FLL,LAX
2863,13714,3533,Fort Lauderdale Hollywood International Airport,3697,La Guardia Airport,23323,658721,FLL,LGA
2864,13715,3533,Fort Lauderdale Hollywood International Airport,2789,Jorge Chávez International Airport,63803,1933574,FLL,LIM
2865,13716,3533,Fort Lauderdale Hollywood International Airport,1780,Sangster International Airport,147887,4535614,FLL,MBJ
2866,13717,3533,Fort Lauderdale Hollywood International Airport,2745,Jose Maria Córdova International Airport,23111,660866,FLL,MDE
2867,13718,3533,Fort Lauderdale Hollywood International Airport,1953,Lynden Pindling International Airport,52152,1551823,FLL,NAS
2868,13719,3533,Fort Lauderdale Hollywood International Airport,6426,Worcester Regional Airport,40921,1227609,FLL,ORH
2869,13720,3533,Fort Lauderdale Hollywood International Airport,1897,Toussaint Louverture International Airport,46243,1356716,FLL,PAP
2870,13721,3533,Fort Lauderdale Hollywood International Airport,2902,Piarco International Airport,35012,1032503,FLL,POS
2871,13722,3533,Fort Lauderdale Hollywood International Airport,1760,Punta Cana International Airport,25294,713304,FLL,PUJ
2872,13723,3533,Fort Lauderdale Hollywood International Airport,3641,Theodore Francis Green State Airport,52790,1667508,FLL,PVD
2873,13724,3533,Fort Lauderdale Hollywood International Airport,3626,Raleigh Durham International Airport,44329,1389128,FLL,RDU
2874,13726,3533,Fort Lauderdale Hollywood International Airport,1762,Las Américas International Airport,47490,1459645,FLL,SDQ
2875,13727,3533,Fort Lauderdale Hollywood International Airport,3469,San Francisco International Airport,102415,3159809,FLL,SFO
2876,13728,3533,Fort Lauderdale Hollywood International Airport,1885,Juan Santamaria International Airport,94315,2881705,FLL,SJO
2877,13729,3533,Fort Lauderdale Hollywood International Airport,2890,Luis Munoz Marin International Airport,95138,2867063,FLL,SJU
2878,13732,3566,William P Hobby Airport,3448,General Edward Lawrence Logan International Airport,39638,1171707,HOU,BOS
2879,13733,3566,William P Hobby Airport,3797,John F Kennedy International Airport,13394,367089,HOU,JFK
2880,13734,3589,Westchester County Airport,3533,Fort Lauderdale Hollywood International Airport,64975,2016261,HPN,FLL
2881,13735,3589,Westchester County Airport,3878,Orlando International Airport,56514,1737881,HPN,MCO
2882,13736,3589,Westchester County Airport,3722,Palm Beach International Airport,62621,1942823,HPN,PBI
2883,13737,3589,Westchester County Airport,3793,Southwest Florida International Airport,65899,2011721,HPN,RSW
2884,13740,3714,Washington Dulles International Airport,2188,Dubai International Airport,59675,1808398,IAD,DXB
2885,13741,3714,Washington Dulles International Airport,3797,John F Kennedy International Airport,68368,2135820,IAD,JFK
2886,13742,3714,Washington Dulles International Airport,3582,Long Beach /Daugherty Field/ Airport,73204,2239840,IAD,LGB
2887,13744,3712,Jacksonville International Airport,3448,General Edward Lawrence Logan International Airport,77836,2377289,JAX,BOS
2888,13745,3712,Jacksonville International Airport,3797,John F Kennedy International Airport,179449,4701168,JAX,JFK
2889,13746,3712,Jacksonville International Airport,2890,Luis Munoz Marin International Airport,37,37,JAX,SJU
2890,13747,3797,John F Kennedy International Airport,4019,Albuquerque International Sunport,52810,1665865,JFK,ABQ
2891,13748,3797,John F Kennedy International Airport,2895,Queen Beatrix International Airport,64768,2013396,JFK,AUA
2892,13749,3797,John F Kennedy International Airport,3673,Austin Bergstrom International Airport,67819,2086691,JFK,AUS
2893,13750,3797,John F Kennedy International Airport,5810,Samaná El Catey International Airport,66605,2053075,JFK,AZS
2894,13752,3797,John F Kennedy International Airport,2875,Sir Grantley Adams International Airport,140543,4401863,JFK,BGI
2895,13753,3797,John F Kennedy International Airport,3448,General Edward Lawrence Logan International Airport,67001,2060077,JFK,BOS
2896,13758,3797,John F Kennedy International Airport,3806,Charleston Air Force Base-International Airport,76017,2313962,JFK,CHS
2897,13762,3797,John F Kennedy International Airport,3751,Denver International Airport,75572,2311034,JFK,DEN
2898,13763,3797,John F Kennedy International Airport,2188,Dubai International Airport,40494,1284219,JFK,DXB
2899,13764,3797,John F Kennedy International Airport,3533,Fort Lauderdale Hollywood International Airport,47086,1496385,JFK,FLL
2900,13766,3797,John F Kennedy International Airport,3566,William P Hobby Airport,158355,4848454,JFK,HOU
2901,13767,3797,John F Kennedy International Airport,3714,Washington Dulles International Airport,243465,5644287,JFK,IAD
2902,13769,3797,John F Kennedy International Airport,813,OR Tambo International Airport,69217,2127727,JFK,JNB
2903,13770,3797,John F Kennedy International Airport,1779,Norman Manley International Airport,98494,2968652,JFK,KIN
2904,13771,3797,John F Kennedy International Airport,3877,McCarran International Airport,87461,2652381,JFK,LAS
2905,13772,3797,John F Kennedy International Airport,3484,Los Angeles International Airport,68187,2091293,JFK,LAX
2906,13773,3797,John F Kennedy International Airport,3582,Long Beach /Daugherty Field/ Airport,59726,1812913,JFK,LGB
2907,13774,3797,John F Kennedy International Airport,1881,Daniel Oduber Quiros International Airport,65834,2017855,JFK,LIR
2908,13775,3797,John F Kennedy International Airport,1759,Casa De Campo International Airport,69111,2086753,JFK,LRM
2909,13776,3797,John F Kennedy International Airport,1780,Sangster International Airport,62888,1883430,JFK,MBJ
2910,13777,3797,John F Kennedy International Airport,3878,Orlando International Airport,26336,746253,JFK,MCO
2911,13779,3797,John F Kennedy International Airport,1524,Malpensa International Airport,15105,422040,JFK,MXP
2912,13780,3797,John F Kennedy International Airport,1953,Lynden Pindling International Airport,138826,4285965,JFK,NAS
2913,13782,3797,John F Kennedy International Airport,3830,Chicago O'Hare International Airport,60848,1830991,JFK,ORD
2914,13783,3797,John F Kennedy International Airport,1897,Toussaint Louverture International Airport,49617,1506778,JFK,PAP
2915,13785,3797,John F Kennedy International Airport,3720,Portland International Airport,107222,3257747,JFK,PDX
2916,13787,3797,John F Kennedy International Airport,1754,Providenciales Airport,93675,2842117,JFK,PLS
2917,13791,3797,John F Kennedy International Airport,1760,Punta Cana International Airport,12846,344511,JFK,PUJ
2918,13793,3797,John F Kennedy International Airport,3626,Raleigh Durham International Airport,19875,556042,JFK,RDU
2919,13794,3797,John F Kennedy International Airport,3622,Greater Rochester International Airport,23290,656402,JFK,ROC
2920,13795,3797,John F Kennedy International Airport,3793,Southwest Florida International Airport,148177,4530879,JFK,RSW
2921,13796,3797,John F Kennedy International Airport,3731,San Diego International Airport,41451,1228060,JFK,SAN
2922,13797,3797,John F Kennedy International Airport,3613,Savannah Hilton Head International Airport,35381,1032873,JFK,SAV
2923,13799,3797,John F Kennedy International Airport,3577,Seattle Tacoma International Airport,206686,5464819,JFK,SEA
