,SRC_AIRPT_ID,SRCNAME,DESTIN_AIRPT_ID,DESTINNAME,seconds,meters,SRCIATA,DESTINIATA
2499,3577,Seattle Tacoma International Airport,3673,Austin Bergstrom International Airport,117480,3452142,SEA,AUS
2500,3577,Seattle Tacoma International Airport,4021,Billings Logan International Airport,44302,1328026,SEA,BIL
2501,3577,Seattle Tacoma International Airport,3777,Bellingham International Airport,6292,173391,SEA,BLI
2502,3577,Seattle Tacoma International Airport,3495,Boise Air Terminal/Gowen Field,27758,803108,SEA,BOI
2504,3577,Seattle Tacoma International Airport,3644,Bob Hope Airport,61014,1794009,SEA,BUR
2505,3577,Seattle Tacoma International Airport,4020,Gallatin Field,36492,1086339,SEA,BZN
2506,3577,Seattle Tacoma International Airport,3819,City of Colorado Springs Municipal Airport,73590,2221313,SEA,COS
2507,3577,Seattle Tacoma International Airport,3520,Ronald Reagan Washington National Airport,145445,4456117,SEA,DCA
2510,3577,Seattle Tacoma International Airport,6916,Pangborn Memorial Airport,10077,257891,SEA,EAT
2511,3577,Seattle Tacoma International Airport,4099,Mahlon Sweet Field,15738,450841,SEA,EUG
2513,3577,Seattle Tacoma International Airport,3832,Fairbanks International Airport,141650,3481926,SEA,FAI
2514,3577,Seattle Tacoma International Airport,3687,Fresno Yosemite International Airport,50880,1477577,SEA,FAT
2515,3577,Seattle Tacoma International Airport,4127,Glacier Park International Airport,30431,853240,SEA,FCA
2516,3577,Seattle Tacoma International Airport,3533,Fort Lauderdale Hollywood International Airport,171427,5289443,SEA,FLL
2517,3577,Seattle Tacoma International Airport,3467,Spokane International Airport,15482,457960,SEA,GEG
2518,3577,Seattle Tacoma International Airport,3880,Great Falls International Airport,35914,1041480,SEA,GTF
2521,3577,Seattle Tacoma International Airport,3492,Juneau International Airport,130828,2758989,SEA,JNU
2526,3577,Seattle Tacoma International Airport,3945,Lewiston Nez Perce County Airport,18992,517161,SEA,LWS
2527,3577,Seattle Tacoma International Airport,3458,Kansas City International Airport,95432,2936200,SEA,MCI
2528,3577,Seattle Tacoma International Airport,3878,Orlando International Airport,161446,4968620,SEA,MCO
2529,3577,Seattle Tacoma International Airport,4101,Rogue Valley International Medford Airport,24236,700232,SEA,MFR
2530,3577,Seattle Tacoma International Airport,4216,Missoula International Airport,26290,765221,SEA,MSO
2533,3577,Seattle Tacoma International Airport,3454,Eppley Airfield,87293,2675149,SEA,OMA
2534,3577,Seattle Tacoma International Airport,3734,Ontario International Airport,63761,1873063,SEA,ONT
2539,3577,Seattle Tacoma International Airport,6133,Tri Cities Airport,140136,4299753,SEA,PSC
2540,3577,Seattle Tacoma International Airport,3839,Palm Springs International Airport,67772,1992026,SEA,PSP
2541,3577,Seattle Tacoma International Airport,3944,Pullman Moscow Regional Airport,17253,474527,SEA,PUW
2542,3577,Seattle Tacoma International Airport,4103,Roberts Field,18943,489949,SEA,RDM
2545,3577,Seattle Tacoma International Airport,3621,San Antonio International Airport,116268,3449950,SEA,SAT
2546,3577,Seattle Tacoma International Airport,3949,Santa Barbara Municipal Airport,60645,1784660,SEA,SBA
2551,3577,Seattle Tacoma International Airport,3867,John Wayne Airport-Orange County Airport,64040,1882292,SEA,SNA
2552,3577,Seattle Tacoma International Airport,3678,St Louis Lambert International Airport,108771,3340412,SEA,STL
2553,3577,Seattle Tacoma International Airport,6992,Charles M. Schulz Sonoma County Airport,45178,1252533,SEA,STS
2554,3577,Seattle Tacoma International Airport,3636,Tucson International Airport,84012,2478606,SEA,TUS
2555,3577,Seattle Tacoma International Airport,49,Edmonton International Airport,48559,1317061,SEA,YEG
2556,3577,Seattle Tacoma International Airport,5779,Yakima Air Terminal McAllister Field,9061,243936,SEA,YKM
2557,3577,Seattle Tacoma International Airport,87,Kelowna International Airport,20856,535697,SEA,YLW
2559,3577,Seattle Tacoma International Airport,178,Calgary International Airport,42814,1153458,SEA,YYC
2560,3577,Seattle Tacoma International Airport,184,Victoria International Airport,16160,297052,SEA,YYJ
2564,3469,San Francisco International Airport,3576,Miami International Airport,159685,4877935,SFO,MIA
2571,3748,Norman Y. Mineta San Jose International Airport,3495,Boise Air Terminal/Gowen Field,37120,1075618,SJC,BOI
2575,3748,Norman Y. Mineta San Jose International Airport,3807,Reno Tahoe International Airport,14387,404120,SJC,RNO
2577,3748,Norman Y. Mineta San Jose International Airport,1840,Los Cabos International Airport,97100,2450525,SJC,SJD
2585,3817,Sacramento International Airport,3495,Boise Air Terminal/Gowen Field,31105,901908,SMF,BOI
2588,3817,Sacramento International Airport,3839,Palm Springs International Airport,27354,813399,SMF,PSP
2591,3867,John Wayne Airport-Orange County Airport,3720,Portland International Airport,55795,1628133,SNA,PDX
2592,3867,John Wayne Airport-Orange County Airport,3577,Seattle Tacoma International Airport,64121,1870638,SNA,SEA
2595,3678,St Louis Lambert International Airport,3577,Seattle Tacoma International Airport,109017,3339486,STL,SEA
2596,6992,Charles M. Schulz Sonoma County Airport,3484,Los Angeles International Airport,24354,707969,STS,LAX
2597,6992,Charles M. Schulz Sonoma County Airport,3720,Portland International Airport,36664,1004648,STS,PDX
2598,6992,Charles M. Schulz Sonoma County Airport,3731,San Diego International Airport,30682,893261,STS,SAN
2599,6992,Charles M. Schulz Sonoma County Airport,3577,Seattle Tacoma International Airport,44990,1247152,STS,SEA
2601,3636,Tucson International Airport,3720,Portland International Airport,77567,2232276,TUS,PDX
2602,3636,Tucson International Airport,3577,Seattle Tacoma International Airport,83804,2495642,TUS,SEA
2604,3865,Valdez Pioneer Field,3774,Ted Stevens Anchorage International Airport,19442,485399,VDZ,ANC
2605,5969,Wrangell Airport,3808,Ketchikan International Airport,26477,167145,WRG,KTN
2606,5969,Wrangell Airport,4147,Petersburg James A Johnson Airport,12502,80745,WRG,PSG
2607,6803,Yakutat Airport,3492,Juneau International Airport,62932,435672,YAK,JNU
2608,5779,Yakima Air Terminal McAllister Field,3577,Seattle Tacoma International Airport,8865,242322,YKM,SEA
2615,3797,John F Kennedy International Airport,1772,Ramón Villeda Morales International Airport,216386,5435876,JFK,SAP
2618,3878,Orlando International Airport,1892,Monseñor Óscar Arnulfo Romero International Airport,179377,4406393,MCO,SAL
2622,3830,Chicago O'Hare International Airport,1892,Monseñor Óscar Arnulfo Romero International Airport,188187,4604335,ORD,SAL
2777,4019,Albuquerque International Sunport,3797,John F Kennedy International Airport,106673,3257198,ABQ,JFK
2778,3673,Austin Bergstrom International Airport,3448,General Edward Lawrence Logan International Airport,104358,3157986,AUS,BOS
2781,3673,Austin Bergstrom International Airport,3582,Long Beach /Daugherty Field/ Airport,72696,2251965,AUS,LGB
2784,3825,Bradley International Airport,3533,Fort Lauderdale Hollywood International Airport,73458,2242627,BDL,FLL
2786,3825,Bradley International Airport,3722,Palm Beach International Airport,71105,2169188,BDL,PBI
2788,3448,General Edward Lawrence Logan International Airport,3673,Austin Bergstrom International Airport,104714,3171880,BOS,AUS
2806,3448,General Edward Lawrence Logan International Airport,3582,Long Beach /Daugherty Field/ Airport,156833,4816742,BOS,LGB
2810,3448,General Edward Lawrence Logan International Airport,3722,Palm Beach International Airport,75903,2309417,BOS,PBI
2811,3448,General Edward Lawrence Logan International Airport,3720,Portland International Airport,161739,4965399,BOS,PDX
2817,3448,General Edward Lawrence Logan International Airport,3793,Southwest Florida International Airport,79181,2378315,BOS,RSW
2818,3448,General Edward Lawrence Logan International Airport,3731,San Diego International Airport,158209,4825382,BOS,SAN
2819,3448,General Edward Lawrence Logan International Airport,3613,Savannah Hilton Head International Airport,55189,1637798,BOS,SAV
2820,3448,General Edward Lawrence Logan International Airport,3577,Seattle Tacoma International Airport,160001,4912646,BOS,SEA
2822,3448,General Edward Lawrence Logan International Airport,3748,Norman Y. Mineta San Jose International Airport,164319,5031219,BOS,SJC
2823,3448,General Edward Lawrence Logan International Airport,3646,Tampa International Airport,72957,2174992,BOS,TPA
2824,3711,Burlington International Airport,3797,John F Kennedy International Airport,19901,558861,BTV,JFK
2827,3820,Buffalo Niagara International Airport,3878,Orlando International Airport,63803,1933574,BUF,MCO
2828,3644,Bob Hope Airport,3797,John F Kennedy International Airport,147887,4535614,BUR,JFK
2849,3533,Fort Lauderdale Hollywood International Airport,3825,Bradley International Airport,73204,2239840,FLL,BDL
2852,3533,Fort Lauderdale Hollywood International Airport,3520,Ronald Reagan Washington National Airport,52810,1665865,FLL,DCA
2853,3533,Fort Lauderdale Hollywood International Airport,3494,Newark Liberty International Airport,64768,2013396,FLL,EWR
2854,3533,Fort Lauderdale Hollywood International Airport,3589,Westchester County Airport,67819,2086691,FLL,HPN
2858,3533,Fort Lauderdale Hollywood International Airport,6426,Worcester Regional Airport,76017,2313962,FLL,ORH
2859,3533,Fort Lauderdale Hollywood International Airport,3641,Theodore Francis Green State Airport,75572,2311034,FLL,PVD
2861,3533,Fort Lauderdale Hollywood International Airport,3608,Richmond International Airport,47086,1496385,FLL,RIC
2864,3533,Fort Lauderdale Hollywood International Airport,3661,Stewart International Airport,69217,2127727,FLL,SWF
2865,3566,William P Hobby Airport,3448,General Edward Lawrence Logan International Airport,98494,2968652,HOU,BOS
2866,3566,William P Hobby Airport,3797,John F Kennedy International Airport,87461,2652381,HOU,JFK
2867,3589,Westchester County Airport,3533,Fort Lauderdale Hollywood International Airport,68187,2091293,HPN,FLL
2869,3589,Westchester County Airport,3722,Palm Beach International Airport,65834,2017855,HPN,PBI
2870,3589,Westchester County Airport,3793,Southwest Florida International Airport,69111,2086753,HPN,RSW
2871,3589,Westchester County Airport,3646,Tampa International Airport,62888,1883430,HPN,TPA
2872,3714,Washington Dulles International Airport,3448,General Edward Lawrence Logan International Airport,26336,746253,IAD,BOS
2874,3714,Washington Dulles International Airport,3582,Long Beach /Daugherty Field/ Airport,138826,4285965,IAD,LGB
2877,3797,John F Kennedy International Airport,4019,Albuquerque International Sunport,107222,3257747,JFK,ABQ
2880,3797,John F Kennedy International Airport,3711,Burlington International Airport,19875,556042,JFK,BTV
2882,3797,John F Kennedy International Airport,3644,Bob Hope Airport,148177,4530879,JFK,BUR
2888,3797,John F Kennedy International Airport,3566,William P Hobby Airport,87701,2654741,JFK,HOU
2893,3797,John F Kennedy International Airport,3582,Long Beach /Daugherty Field/ Airport,148571,4535209,JFK,LGB
2897,3797,John F Kennedy International Airport,3453,Metropolitan Oakland International Airport,154515,4707939,JFK,OAK
2899,3797,John F Kennedy International Airport,3722,Palm Beach International Airport,64535,1979339,JFK,PBI
2902,3797,John F Kennedy International Airport,3862,Portland International Jetport Airport,17740,496190,JFK,PWM
2905,3797,John F Kennedy International Airport,3793,Southwest Florida International Airport,67813,2048238,JFK,RSW
2910,3797,John F Kennedy International Airport,3748,Norman Y. Mineta San Jose International Airport,156058,4749686,JFK,SJC
2912,3797,John F Kennedy International Airport,3817,Sacramento International Airport,150116,4573642,JFK,SMF
2913,3797,John F Kennedy International Airport,4067,Sarasota Bradenton International Airport,64176,1917298,JFK,SRQ
2918,3877,McCarran International Airport,3582,Long Beach /Daugherty Field/ Airport,15001,439323,LAS,LGB
2928,3582,Long Beach /Daugherty Field/ Airport,3673,Austin Bergstrom International Airport,72838,2227408,LGB,AUS
2929,3582,Long Beach /Daugherty Field/ Airport,3448,General Edward Lawrence Logan International Airport,156282,4822211,LGB,BOS
2930,3582,Long Beach /Daugherty Field/ Airport,3714,Washington Dulles International Airport,138477,4290038,LGB,IAD
2931,3582,Long Beach /Daugherty Field/ Airport,3797,John F Kennedy International Airport,148182,4544108,LGB,JFK
2932,3582,Long Beach /Daugherty Field/ Airport,3877,McCarran International Airport,14900,444396,LGB,LAS
2933,3582,Long Beach /Daugherty Field/ Airport,3453,Metropolitan Oakland International Airport,21193,623994,LGB,OAK
2934,3582,Long Beach /Daugherty Field/ Airport,3720,Portland International Airport,54671,1603071,LGB,PDX
2935,3582,Long Beach /Daugherty Field/ Airport,3577,Seattle Tacoma International Airport,62997,1845576,LGB,SEA
2936,3582,Long Beach /Daugherty Field/ Airport,3469,San Francisco International Airport,21959,638915,LGB,SFO
2938,3582,Long Beach /Daugherty Field/ Airport,3817,Sacramento International Airport,22650,670712,LGB,SMF
2944,3878,Orlando International Airport,3520,Ronald Reagan Washington National Airport,44057,1385092,MCO,DCA
2945,3878,Orlando International Airport,3494,Newark Liberty International Airport,56015,1732624,MCO,EWR
2949,3878,Orlando International Airport,6426,Worcester Regional Airport,67265,2033190,MCO,ORH
2952,3878,Orlando International Airport,1885,Juan Santamaria International Airport,233383,5325237,MCO,SJO
2953,3878,Orlando International Airport,3661,Stewart International Airport,60464,1846954,MCO,SWF
2954,3878,Orlando International Airport,3745,Syracuse Hancock International Airport,64916,1985070,MCO,SYR
2955,3861,Louis Armstrong New Orleans International Airport,3448,General Edward Lawrence Logan International Airport,81549,2460115,MSY,BOS
2957,3453,Metropolitan Oakland International Airport,3797,John F Kennedy International Airport,154016,4717372,OAK,JFK
2958,3453,Metropolitan Oakland International Airport,3582,Long Beach /Daugherty Field/ Airport,21228,625931,OAK,LGB
2961,6426,Worcester Regional Airport,3533,Fort Lauderdale Hollywood International Airport,76215,2316808,ORH,FLL
2962,6426,Worcester Regional Airport,3878,Orlando International Airport,67754,2038428,ORH,MCO
2963,3722,Palm Beach International Airport,3825,Bradley International Airport,70585,2164956,PBI,BDL
2964,3722,Palm Beach International Airport,3448,General Edward Lawrence Logan International Airport,75217,2302405,PBI,BOS
2965,3722,Palm Beach International Airport,3494,Newark Liberty International Airport,62148,1938513,PBI,EWR
2966,3722,Palm Beach International Airport,3589,Westchester County Airport,65200,2011808,PBI,HPN
2967,3722,Palm Beach International Airport,3797,John F Kennedy International Airport,63986,1978191,PBI,JFK
2969,3720,Portland International Airport,3448,General Edward Lawrence Logan International Airport,161550,4966700,PDX,BOS
2971,3720,Portland International Airport,3582,Long Beach /Daugherty Field/ Airport,54971,1605416,PDX,LGB
2978,3862,Portland International Jetport Airport,3797,John F Kennedy International Airport,17675,498844,PWM,JFK
2983,3608,Richmond International Airport,3533,Fort Lauderdale Hollywood International Airport,47161,1497177,RIC,FLL
2986,3793,Southwest Florida International Airport,3448,General Edward Lawrence Logan International Airport,78637,2372405,RSW,BOS
